City|Date|Card_Type|Exp_Type|Gender|Amount|EMI_Paid
Chennai|11-May-15|Silver|Fuel|M|30508|0
Surat|25-Jan-14|Platinum|Fuel|F|177865|0
Kolkata|09-Jul-14|Signature|Entertainment|F|33114|0
Jaipur|10-Jan-15|Platinum|Grocery|M|12037|0
Hyderabad|16-Oct-14|Signature|Entertainment|M|105563|0
Chennai|21-Jun-14|Platinum|Entertainment|F|117192|0
Kanpur|18-Sep-14|Silver|Bills|F|206488|0
Hyderabad|28-Dec-14|Signature|Entertainment|F|127432|0
Lucknow|25-Jan-14|Signature|Entertainment|F|149220|0
Jaipur|04-Oct-14|Signature|Grocery|M|102605|0
Pune|27-Apr-14|Signature|Food|M|154909|0
Kanpur|17-Jan-14|Silver|Grocery|F|248045|0
Kolkata|13-Oct-14|Signature|Food|F|100219|0
Pune|23-Jul-14|Platinum|Grocery|F|214779|0
Lucknow|06-Nov-13|Gold|Food|F|257840|0
Pune|14-Aug-14|Platinum|Food|F|82542|0
Lucknow|30-Jun-14|Gold|Grocery|F|183873|0
Pune|17-Mar-14|Signature|Food|F|264549|0
Lucknow|07-May-14|Silver|Food|M|204983|0
Surat|25-Mar-15|Platinum|Entertainment|F|37019|0
Pune|02-Oct-14|Gold|Fuel|M|55829|0
Chennai|26-Oct-13|Silver|Entertainment|F|114398|0
Jaipur|19-May-14|Silver|Food|M|82499|0
Lucknow|07-May-15|Gold|Bills|M|248735|0
Surat|12-Jun-14|Signature|Fuel|F|37936|0
Jaipur|18-May-15|Silver|Food|M|86699|0
Surat|08-Aug-14|Silver|Grocery|F|190870|0
Hyderabad|13-Apr-14|Platinum|Grocery|F|92144|0
Lucknow|17-Feb-15|Signature|Grocery|M|136212|0
Lucknow|31-Jan-15|Silver|Food|M|253043|0
Surat|09-Dec-14|Silver|Food|F|164375|0
Hyderabad|25-Nov-13|Signature|Bills|M|120111|0
Lucknow|13-Mar-15|Silver|Grocery|F|284553|0
Jaipur|12-Jun-14|Gold|Grocery|F|125596|0
Pune|16-Apr-14|Platinum|Bills|M|126784|0
Lucknow|21-Mar-15|Signature|Entertainment|M|74003|0
Lucknow|28-Mar-15|Platinum|Entertainment|M|247349|0
Chennai|31-Mar-15|Gold|Fuel|M|245806|0
Pune|18-Dec-13|Silver|Fuel|M|247664|0
Jaipur|17-Feb-15|Signature|Grocery|F|88241|0
Kolkata|16-Nov-13|Silver|Bills|F|64018|0
Kanpur|08-Sep-14|Signature|Grocery|F|244340|0
Kolkata|04-Jul-14|Signature|Fuel|M|94359|0
Kanpur|18-Nov-13|Platinum|Food|M|161097|0
Chennai|27-Jul-14|Gold|Fuel|F|63133|0
Kanpur|09-Oct-14|Signature|Entertainment|M|133718|0
Chennai|11-Jan-14|Signature|Grocery|F|55624|0
Kanpur|02-Jan-15|Platinum|Food|M|288499|0
Kanpur|23-Nov-13|Gold|Grocery|M|71529|0
Jaipur|31-Jan-15|Silver|Entertainment|F|285281|0
Jaipur|11-Aug-14|Silver|Fuel|M|249567|0
Pune|15-Apr-15|Signature|Fuel|F|40823|0
Jaipur|29-Oct-13|Gold|Food|M|52745|0
Hyderabad|16-May-15|Signature|Entertainment|F|146191|0
Chennai|14-May-15|Signature|Bills|F|3696|0
Chennai|20-Sep-14|Gold|Grocery|M|149453|0
Kanpur|21-Dec-13|Platinum|Grocery|F|118720|0
Surat|10-Oct-14|Silver|Entertainment|F|80996|0
Pune|17-May-15|Gold|Fuel|F|272040|0
Pune|12-Jan-15|Silver|Entertainment|M|232300|0
Chennai|22-Mar-15|Signature|Bills|M|83148|0
Kolkata|27-Nov-13|Signature|Grocery|M|227657|0
Jaipur|05-Jan-15|Platinum|Grocery|M|47330|0
Lucknow|02-Mar-14|Signature|Food|M|186739|0
Surat|17-Oct-14|Signature|Entertainment|F|90628|0
Pune|22-May-15|Silver|Entertainment|F|151094|0
Chennai|14-Oct-14|Silver|Fuel|M|211744|0
Jaipur|01-Nov-13|Silver|Entertainment|M|139154|0
Kolkata|04-Apr-14|Silver|Entertainment|M|269265|0
Kolkata|13-Jan-15|Gold|Grocery|F|113897|0
Jaipur|20-Jan-14|Silver|Grocery|F|47752|0
Jaipur|18-May-14|Platinum|Bills|M|293317|0
Chennai|22-Oct-14|Signature|Grocery|F|207355|0
Pune|13-Mar-15|Gold|Grocery|M|163872|0
Hyderabad|27-Jan-14|Signature|Entertainment|M|22789|0
Pune|31-May-14|Signature|Entertainment|M|38759|0
Chennai|14-Dec-13|Signature|Grocery|M|182847|0
Kanpur|07-Nov-13|Gold|Fuel|M|79531|0
Kanpur|12-Sep-14|Signature|Grocery|M|174115|0
Kolkata|08-Nov-13|Silver|Food|M|46588|0
Lucknow|15-Aug-14|Gold|Entertainment|F|169636|0
Lucknow|04-Dec-14|Signature|Grocery|M|62726|0
Pune|03-Jan-15|Signature|Grocery|M|60572|0
Pune|12-Apr-15|Signature|Grocery|F|64730|0
Kanpur|28-Jan-14|Gold|Fuel|M|67816|0
Pune|24-Jun-14|Gold|Bills|M|208290|0
Lucknow|22-Mar-15|Platinum|Food|M|276593|0
Surat|15-Oct-13|Signature|Grocery|F|141514|0
Jaipur|27-Feb-14|Platinum|Grocery|M|276801|0
Jaipur|28-Nov-13|Gold|Grocery|M|127445|0
Kolkata|26-May-15|Platinum|Entertainment|M|69660|0
Kolkata|13-Apr-14|Signature|Grocery|M|55387|0
Surat|18-Nov-13|Platinum|Fuel|M|240521|0
Lucknow|06-May-15|Signature|Grocery|M|81553|0
Hyderabad|08-Apr-14|Gold|Fuel|M|7884|0
Hyderabad|12-Jul-14|Gold|Bills|M|125721|0
Chennai|01-Jan-15|Gold|Grocery|M|88517|0
Pune|14-Apr-15|Silver|Bills|M|82698|0
Chennai|13-Jun-14|Gold|Food|M|85323|0
Jaipur|11-Jul-14|Silver|Fuel|M|291882|0
Lucknow|26-Feb-14|Signature|Grocery|F|75626|0
Surat|16-Mar-14|Silver|Bills|F|116317|0
Chennai|18-Mar-14|Platinum|Entertainment|F|256228|0
Surat|11-Nov-13|Platinum|Fuel|M|17169|0
Lucknow|28-Aug-14|Gold|Food|M|278661|0
Kolkata|11-Jan-15|Silver|Bills|M|256130|0
Chennai|05-Nov-13|Silver|Fuel|M|109083|0
Kolkata|23-Jul-14|Gold|Fuel|F|279674|0
Surat|14-Jan-14|Signature|Grocery|M|94036|0
Kanpur|01-Dec-13|Platinum|Bills|F|219140|0
Surat|21-Oct-14|Silver|Food|F|241292|0
Jaipur|30-Sep-14|Signature|Grocery|M|199996|0
Lucknow|11-Sep-14|Platinum|Food|F|243209|0
Jaipur|03-Feb-15|Signature|Grocery|F|138278|0
Pune|21-May-15|Silver|Fuel|F|53876|0
Pune|16-Sep-14|Platinum|Entertainment|F|204492|0
Pune|10-Feb-14|Signature|Food|M|246446|0
Jaipur|12-Sep-14|Gold|Fuel|F|224201|0
Hyderabad|27-Sep-14|Silver|Food|F|89861|0
Lucknow|02-Dec-14|Signature|Entertainment|M|138889|0
Jaipur|15-Dec-13|Gold|Food|F|55531|0
Surat|26-May-15|Signature|Entertainment|F|178800|0
Hyderabad|01-Apr-14|Silver|Food|F|34408|0
Chennai|14-May-15|Silver|Food|M|25255|0
Kolkata|27-Sep-14|Silver|Entertainment|M|203454|0
Pune|15-Apr-14|Gold|Fuel|F|66772|0
Surat|15-Apr-15|Signature|Bills|M|197907|0
Chennai|27-Mar-14|Gold|Grocery|M|41520|0
Kanpur|25-Jan-15|Gold|Entertainment|F|36267|0
Surat|19-Feb-14|Gold|Food|M|149898|0
Lucknow|01-Mar-14|Silver|Fuel|M|177618|0
Lucknow|26-May-15|Signature|Bills|F|238976|0
Kanpur|06-Mar-14|Platinum|Food|F|258877|0
Kolkata|27-Dec-13|Platinum|Bills|M|175257|0
Hyderabad|26-Feb-15|Signature|Food|F|31579|0
Hyderabad|26-Aug-14|Silver|Entertainment|F|27340|0
Jaipur|28-Jan-14|Platinum|Grocery|F|163080|0
Kolkata|12-Jan-14|Platinum|Bills|F|124896|0
Kolkata|20-Sep-14|Gold|Fuel|M|113707|0
Kanpur|27-Dec-14|Signature|Food|F|273415|0
Jaipur|04-May-15|Platinum|Bills|F|185241|0
Hyderabad|04-Dec-13|Silver|Fuel|M|193400|0
Chennai|19-Mar-15|Signature|Food|F|95240|0
Kolkata|03-Feb-14|Platinum|Food|M|231992|0
Pune|28-Nov-13|Signature|Entertainment|F|6885|0
Kolkata|07-Aug-14|Platinum|Entertainment|F|124295|0
Kanpur|02-Feb-15|Platinum|Bills|F|290991|0
Hyderabad|27-Apr-14|Gold|Food|M|184353|0
Chennai|30-Apr-14|Gold|Food|M|264205|0
Kolkata|19-Mar-15|Silver|Fuel|M|144815|0
Hyderabad|12-Aug-14|Platinum|Fuel|M|24878|0
Kanpur|16-Apr-15|Platinum|Food|M|240834|0
Chennai|10-Dec-14|Platinum|Bills|F|232260|0
Chennai|12-Dec-14|Gold|Food|M|269354|0
Surat|13-Jul-14|Gold|Entertainment|F|160554|0
Kanpur|27-Jul-14|Silver|Entertainment|F|108982|0
Kanpur|21-Jan-15|Platinum|Entertainment|M|255125|0
Hyderabad|30-Mar-15|Platinum|Food|M|96919|0
Lucknow|12-Aug-14|Signature|Grocery|F|259118|0
Hyderabad|29-Mar-15|Silver|Bills|M|61810|0
Chennai|29-Oct-14|Platinum|Food|M|66859|0
Jaipur|23-Oct-14|Silver|Food|F|81811|0
Kanpur|18-Dec-14|Signature|Entertainment|M|95387|0
Lucknow|21-Sep-14|Gold|Food|F|264231|0
Kolkata|22-May-14|Platinum|Grocery|F|43959|0
Chennai|02-Jan-14|Gold|Food|M|34875|0
Kanpur|24-Feb-15|Signature|Bills|M|16242|0
Jaipur|25-May-14|Signature|Fuel|M|77837|0
Lucknow|01-Nov-13|Platinum|Grocery|M|95735|0
Lucknow|29-Apr-15|Silver|Bills|M|250606|0
Chennai|04-Nov-13|Silver|Entertainment|F|232866|0
Surat|05-Nov-13|Silver|Grocery|M|203446|0
Hyderabad|01-Jul-14|Platinum|Grocery|F|151460|0
Kolkata|14-Sep-14|Platinum|Entertainment|F|174473|0
Kolkata|06-Aug-14|Gold|Food|F|230944|0
Chennai|10-Mar-14|Platinum|Food|F|136648|0
Lucknow|12-Nov-13|Gold|Grocery|F|227197|0
Kanpur|07-Oct-13|Platinum|Grocery|F|222044|0
Hyderabad|17-Jan-15|Silver|Food|M|184775|0
Lucknow|25-Jul-14|Signature|Entertainment|F|274755|0
Kolkata|11-Jan-15|Platinum|Entertainment|F|163413|0
Kolkata|15-Dec-14|Silver|Food|M|182807|0
Hyderabad|10-Oct-13|Signature|Entertainment|F|80580|0
Kolkata|02-Jan-14|Silver|Fuel|M|126312|0
Pune|25-Dec-14|Signature|Food|F|99295|0
Hyderabad|14-Nov-14|Signature|Fuel|M|128255|0
Surat|06-Aug-14|Silver|Bills|F|23341|0
Lucknow|18-Mar-15|Platinum|Fuel|M|144632|0
Chennai|23-May-14|Platinum|Entertainment|F|210879|0
Jaipur|04-Dec-13|Platinum|Entertainment|F|84801|0
Chennai|30-Jul-14|Signature|Food|F|144936|0
Hyderabad|05-Jan-14|Platinum|Grocery|F|247183|0
Kanpur|29-Jul-14|Platinum|Grocery|M|51020|0
Kolkata|13-Apr-14|Platinum|Food|M|81109|0
Pune|17-Oct-14|Silver|Fuel|F|264007|0
Hyderabad|29-Jun-14|Silver|Grocery|F|262741|0
Surat|05-Sep-14|Signature|Entertainment|F|3570|0
Kolkata|29-Sep-14|Gold|Bills|F|59745|0
Pune|30-Sep-14|Signature|Entertainment|M|192900|0
Kanpur|18-Dec-14|Silver|Fuel|M|92470|0
Lucknow|09-Jun-14|Platinum|Bills|M|237337|0
Jaipur|16-Dec-14|Gold|Bills|F|214103|0
Lucknow|06-May-15|Silver|Fuel|F|67022|0
Chennai|15-Dec-14|Silver|Food|M|206525|0
Hyderabad|07-Dec-13|Silver|Fuel|F|81932|0
Chennai|19-Apr-14|Platinum|Food|M|41575|0
Hyderabad|30-May-14|Signature|Fuel|M|201830|0
Surat|03-Nov-13|Gold|Entertainment|M|247769|0
Surat|13-Oct-14|Signature|Entertainment|F|70545|0
Jaipur|03-Jun-14|Platinum|Entertainment|F|41969|0
Jaipur|11-Jan-15|Signature|Fuel|M|279156|0
Kanpur|07-Dec-14|Silver|Bills|F|230257|0
Surat|26-Oct-13|Platinum|Grocery|M|78701|0
Pune|19-Nov-13|Platinum|Bills|M|68804|0
Kanpur|08-Apr-15|Signature|Bills|M|255662|0
Jaipur|18-Dec-13|Silver|Fuel|F|181296|0
Chennai|04-Jan-15|Silver|Bills|F|256806|0
Jaipur|18-Mar-15|Signature|Grocery|M|185388|0
Kolkata|19-Jan-14|Gold|Grocery|M|102082|0
Lucknow|27-Jan-14|Silver|Food|F|21487|0
Kanpur|06-May-14|Signature|Entertainment|M|150418|0
Kolkata|15-Mar-14|Gold|Fuel|M|107153|0
Surat|25-Oct-13|Platinum|Bills|F|296802|0
Kanpur|03-Feb-15|Gold|Fuel|M|216277|0
Chennai|31-Jan-14|Signature|Grocery|M|133593|0
Lucknow|11-Jul-14|Silver|Entertainment|M|111850|0
Chennai|03-Apr-14|Platinum|Entertainment|M|46611|0
Surat|24-Apr-14|Gold|Food|M|279744|0
Chennai|14-Feb-14|Gold|Fuel|M|188555|0
Hyderabad|06-Sep-14|Signature|Grocery|F|18203|0
Kolkata|28-Oct-13|Gold|Grocery|F|87520|0
Lucknow|13-Feb-14|Silver|Fuel|M|230025|0
Jaipur|02-Jul-14|Platinum|Grocery|F|160700|0
Kolkata|30-Dec-14|Signature|Bills|F|248163|0
Kolkata|12-Feb-14|Platinum|Grocery|F|100542|0
Lucknow|14-Dec-14|Platinum|Entertainment|M|228425|0
Surat|22-Jan-14|Silver|Food|F|158545|0
Pune|27-Apr-15|Silver|Bills|F|126584|0
Hyderabad|09-Apr-15|Gold|Grocery|F|19915|0
Chennai|22-Jun-14|Platinum|Food|F|267835|0
Pune|20-Mar-15|Gold|Fuel|F|276189|0
Pune|11-May-15|Signature|Fuel|M|85984|0
Hyderabad|26-Jun-14|Silver|Fuel|F|81125|0
Pune|16-Jul-14|Silver|Bills|F|102730|0
Chennai|01-Mar-15|Silver|Fuel|F|5058|0
Kolkata|13-Jun-14|Platinum|Grocery|M|10323|0
Kolkata|11-Mar-14|Gold|Food|M|205449|0
Kanpur|10-Oct-14|Signature|Grocery|F|21377|0
Hyderabad|27-Feb-15|Signature|Fuel|M|177566|0
Pune|24-Dec-14|Gold|Entertainment|F|255416|0
Hyderabad|15-Nov-14|Silver|Food|M|156954|0
Surat|16-Nov-13|Signature|Bills|M|68379|0
Lucknow|27-Jan-14|Platinum|Grocery|F|107001|0
Chennai|04-Nov-13|Signature|Food|F|96305|0
Kanpur|17-Sep-14|Platinum|Entertainment|M|218070|0
Pune|09-Jan-14|Platinum|Grocery|M|179389|0
Chennai|02-Aug-14|Gold|Grocery|M|72018|0
Kanpur|13-Dec-14|Platinum|Food|M|149470|0
Chennai|01-May-15|Silver|Entertainment|M|251861|0
Kolkata|10-Feb-15|Gold|Entertainment|M|198373|0
Surat|24-Jan-14|Silver|Grocery|M|120771|0
Kolkata|07-May-14|Platinum|Entertainment|F|231690|0
Hyderabad|09-Jul-14|Silver|Entertainment|F|136607|0
Kanpur|22-May-15|Gold|Bills|F|224717|0
Kolkata|15-Feb-15|Signature|Bills|M|260356|0
Pune|05-Jan-15|Platinum|Food|F|34549|0
Chennai|04-Nov-14|Silver|Bills|M|143742|0
Surat|15-Mar-15|Gold|Food|M|192717|0
Kanpur|09-Aug-14|Platinum|Food|M|298083|0
Jaipur|01-Aug-14|Gold|Fuel|F|171956|0
Jaipur|08-Jan-15|Silver|Grocery|F|125219|0
Surat|21-Oct-14|Platinum|Grocery|M|274715|0
Lucknow|01-Jun-14|Signature|Entertainment|F|265053|0
Surat|28-Aug-14|Silver|Entertainment|F|298130|0
Kolkata|27-Mar-14|Silver|Bills|F|249712|0
Pune|20-Nov-14|Signature|Food|M|155175|0
Lucknow|23-Aug-14|Platinum|Fuel|F|30776|0
Kanpur|16-Jun-14|Platinum|Bills|M|209041|0
Hyderabad|20-Feb-15|Gold|Entertainment|F|60661|0
Hyderabad|27-Oct-14|Silver|Bills|M|155185|0
Surat|11-Dec-14|Signature|Food|F|119976|0
Lucknow|24-Apr-14|Platinum|Fuel|F|66006|0
Kanpur|11-Nov-13|Platinum|Fuel|M|35982|0
Pune|07-Jan-15|Silver|Fuel|M|107383|0
Chennai|04-Jun-14|Platinum|Fuel|M|47141|0
Pune|12-Apr-14|Signature|Entertainment|M|157616|0
Kanpur|09-Dec-14|Gold|Entertainment|M|218615|0
Jaipur|25-Dec-14|Platinum|Food|F|118240|0
Surat|07-Jan-15|Platinum|Fuel|M|4359|0
Lucknow|22-Oct-13|Platinum|Entertainment|F|249765|0
Lucknow|26-May-15|Gold|Grocery|M|249011|0
Hyderabad|02-Nov-14|Silver|Bills|F|29597|0
Chennai|05-Dec-13|Gold|Food|F|143676|0
Surat|11-Apr-15|Silver|Fuel|M|28903|0
Kolkata|13-Oct-13|Gold|Entertainment|F|102516|0
Chennai|04-Jul-14|Platinum|Food|M|239171|0
Jaipur|21-Jul-14|Signature|Grocery|F|200225|0
Chennai|18-Oct-14|Gold|Food|M|171568|0
Lucknow|25-Apr-15|Silver|Food|M|282282|0
Kolkata|23-Nov-13|Signature|Grocery|M|184255|0
Surat|22-Jul-14|Platinum|Bills|F|17949|0
Kolkata|16-Oct-13|Silver|Bills|F|25557|0
Kolkata|23-Jun-14|Signature|Bills|F|17578|0
Chennai|03-Nov-13|Platinum|Food|F|188765|0
Jaipur|29-Sep-14|Signature|Entertainment|M|280266|0
Kanpur|18-Oct-14|Signature|Entertainment|M|175102|0
Kanpur|27-Oct-13|Platinum|Food|F|137410|0
Kolkata|28-Jul-14|Gold|Bills|F|74503|0
Kolkata|06-Jan-14|Platinum|Food|F|21947|0
Hyderabad|20-Jan-14|Signature|Fuel|M|229786|0
Chennai|07-May-14|Signature|Entertainment|F|98869|0
Lucknow|08-Apr-15|Platinum|Fuel|M|155702|0
Lucknow|07-Nov-14|Gold|Fuel|M|58897|0
Hyderabad|11-Jun-14|Signature|Food|M|273040|0
Kolkata|15-Sep-14|Signature|Fuel|M|249437|0
Surat|22-Jun-14|Silver|Entertainment|F|32922|0
Surat|08-Jul-14|Signature|Bills|M|22934|0
Surat|31-Dec-13|Silver|Food|F|77653|0
Lucknow|17-Jan-14|Platinum|Entertainment|M|284541|0
Kolkata|20-Oct-13|Signature|Grocery|F|82476|0
Kanpur|24-Dec-14|Silver|Food|F|254095|0
Kanpur|23-Mar-15|Silver|Fuel|M|253215|0
Lucknow|06-Feb-15|Platinum|Grocery|F|168417|0
Kolkata|21-Oct-14|Signature|Grocery|M|121590|0
Kolkata|24-May-15|Platinum|Entertainment|M|132263|0
Lucknow|19-Oct-14|Signature|Entertainment|M|187787|0
Hyderabad|12-Feb-14|Platinum|Grocery|M|223566|0
Surat|24-Dec-13|Silver|Bills|M|254986|0
Chennai|03-Dec-14|Signature|Food|M|64647|0
Chennai|14-Apr-15|Gold|Food|M|20647|0
Kolkata|02-May-14|Signature|Entertainment|F|126699|0
Kanpur|26-Feb-14|Silver|Bills|F|190246|0
Surat|01-Dec-13|Silver|Entertainment|M|30956|0
Pune|27-Mar-14|Gold|Grocery|M|60474|0
Surat|14-Jul-14|Platinum|Food|F|92100|0
Kolkata|31-Jan-15|Silver|Entertainment|F|229840|0
Pune|03-Jan-14|Silver|Fuel|F|262412|0
Hyderabad|31-Jan-14|Platinum|Entertainment|F|78845|0
Hyderabad|13-Feb-14|Silver|Entertainment|M|216726|0
Jaipur|19-Mar-14|Silver|Grocery|F|275012|0
Surat|08-Dec-13|Silver|Bills|M|191728|0
Kolkata|15-Jan-14|Signature|Entertainment|M|278066|0
Kanpur|27-Jan-14|Platinum|Fuel|M|44802|0
Chennai|28-Dec-14|Signature|Entertainment|M|174919|0
Pune|11-May-15|Platinum|Food|F|197901|0
Pune|12-May-15|Silver|Food|F|147647|0
Chennai|04-Jul-14|Signature|Bills|M|127500|0
Kolkata|31-Aug-14|Silver|Grocery|M|50065|0
Kanpur|03-Feb-15|Platinum|Entertainment|F|71908|0
Surat|14-Apr-14|Signature|Bills|F|5658|0
Lucknow|23-Nov-13|Platinum|Entertainment|F|248636|0
Surat|12-Feb-15|Platinum|Fuel|F|161263|0
Hyderabad|12-May-14|Signature|Bills|M|295601|0
Pune|30-Oct-13|Signature|Food|M|196248|0
Kolkata|06-Aug-14|Gold|Food|F|248405|0
Kolkata|03-May-15|Signature|Grocery|F|22278|0
Chennai|30-Jun-14|Platinum|Food|M|173733|0
Jaipur|27-Aug-14|Silver|Entertainment|M|52469|0
Lucknow|02-Mar-15|Gold|Grocery|M|126017|0
Chennai|16-Feb-14|Gold|Grocery|F|106602|0
Kolkata|20-Feb-15|Platinum|Grocery|M|4514|0
Chennai|13-Jan-15|Platinum|Grocery|M|196796|0
Surat|22-Apr-14|Gold|Entertainment|F|180976|0
Kolkata|08-May-15|Silver|Grocery|F|278394|0
Pune|19-Aug-14|Gold|Fuel|M|147385|0
Jaipur|02-Nov-14|Silver|Food|M|30722|0
Kanpur|08-Nov-14|Silver|Entertainment|M|50710|0
Chennai|15-Nov-14|Signature|Fuel|M|158976|0
Pune|22-Oct-13|Platinum|Fuel|F|102912|0
Kolkata|03-Dec-13|Silver|Grocery|F|127893|0
Hyderabad|21-Feb-14|Platinum|Food|M|290235|0
Surat|06-Jun-14|Signature|Bills|M|22713|0
Surat|03-Mar-14|Gold|Entertainment|F|124176|0
Lucknow|03-Feb-14|Signature|Food|F|2280|0
Kanpur|06-Apr-14|Platinum|Grocery|F|135926|0
Pune|17-Oct-14|Platinum|Food|F|147966|0
Kanpur|02-Apr-15|Platinum|Food|M|101880|0
Surat|25-Oct-13|Signature|Grocery|M|164309|0
Kolkata|23-Sep-14|Silver|Entertainment|F|21205|0
Chennai|08-May-15|Signature|Fuel|M|95115|0
Lucknow|30-Jan-15|Signature|Grocery|M|58230|0
Surat|23-Apr-14|Silver|Bills|F|131740|0
Kanpur|14-Oct-13|Gold|Grocery|M|219728|0
Pune|26-Dec-13|Signature|Grocery|F|185954|0
Chennai|07-Jan-15|Platinum|Entertainment|M|44745|0
Jaipur|29-Jul-14|Signature|Grocery|F|199534|0
Chennai|21-Apr-15|Gold|Grocery|F|184547|0
Hyderabad|26-Jan-14|Signature|Fuel|F|3228|0
Surat|20-Mar-15|Gold|Grocery|M|152620|0
Kolkata|05-May-14|Signature|Bills|F|202324|0
Jaipur|23-Mar-15|Silver|Grocery|M|226731|0
Kanpur|15-Dec-13|Gold|Entertainment|M|128035|0
Kolkata|28-Feb-15|Signature|Fuel|M|223362|0
Hyderabad|30-Oct-13|Platinum|Entertainment|M|228911|0
Lucknow|13-Jan-15|Signature|Fuel|F|127339|0
Kanpur|08-Nov-14|Signature|Bills|F|185027|0
Surat|30-Oct-13|Platinum|Grocery|F|29981|0
Kanpur|17-Jan-14|Signature|Bills|F|13080|0
Pune|02-Aug-14|Platinum|Food|M|28972|0
Surat|29-Sep-14|Gold|Entertainment|F|117623|0
Hyderabad|18-Aug-14|Gold|Entertainment|M|14680|0
Hyderabad|17-Feb-14|Gold|Entertainment|M|102587|0
Chennai|26-Mar-15|Silver|Bills|F|123612|0
Jaipur|13-Jun-14|Gold|Entertainment|F|253030|0
Pune|22-Feb-14|Signature|Bills|M|194234|0
Jaipur|13-May-14|Silver|Entertainment|M|69962|0
Kanpur|05-Jan-15|Signature|Food|M|292921|0
Chennai|06-Jan-14|Gold|Bills|M|226446|0
Kolkata|06-Mar-14|Silver|Entertainment|F|162939|0
Kanpur|12-Oct-14|Silver|Grocery|M|34260|0
Kanpur|29-Jul-14|Gold|Fuel|F|96231|0
Kanpur|16-Feb-15|Platinum|Food|M|125580|0
Hyderabad|11-Jun-14|Signature|Grocery|F|106916|0
Kolkata|03-Jun-14|Gold|Bills|M|172365|0
Lucknow|15-Jun-14|Gold|Fuel|F|20991|0
Kanpur|27-Sep-14|Gold|Food|F|106522|0
Surat|23-Jan-15|Silver|Fuel|F|168596|0
Chennai|23-Dec-13|Platinum|Grocery|M|240184|0
Pune|13-Dec-14|Silver|Food|M|126506|0
Jaipur|17-Oct-14|Signature|Fuel|F|275546|0
Chennai|04-Dec-13|Gold|Grocery|M|92169|0
Lucknow|26-Feb-15|Gold|Grocery|M|89707|0
Hyderabad|25-May-14|Signature|Bills|F|113739|0
Lucknow|19-Mar-15|Signature|Entertainment|M|99230|0
Hyderabad|14-Apr-14|Silver|Entertainment|M|104747|0
Hyderabad|24-Jul-14|Signature|Grocery|M|32846|0
Hyderabad|04-Oct-14|Gold|Bills|M|44011|0
Pune|28-Sep-14|Gold|Fuel|F|90157|0
Hyderabad|23-May-14|Silver|Bills|F|128521|0
Lucknow|11-Apr-14|Silver|Bills|M|215635|0
Jaipur|10-May-15|Gold|Entertainment|M|144014|0
Lucknow|29-Dec-13|Gold|Bills|M|26941|0
Kanpur|21-Dec-13|Gold|Entertainment|F|68452|0
Kolkata|07-Dec-13|Signature|Food|M|238336|0
Chennai|20-Oct-14|Gold|Food|F|62724|0
Surat|05-Jun-14|Gold|Grocery|M|49536|0
Hyderabad|25-Nov-14|Signature|Grocery|F|163388|0
Kolkata|06-Apr-14|Silver|Bills|F|105703|0
Lucknow|06-Nov-13|Gold|Food|M|240925|0
Kolkata|20-Oct-14|Platinum|Bills|M|22632|0
Lucknow|03-Feb-15|Signature|Grocery|F|60436|0
Lucknow|09-Sep-14|Silver|Entertainment|M|92819|0
Lucknow|07-Sep-14|Gold|Grocery|M|193488|0
Surat|27-Feb-15|Silver|Fuel|F|148001|0
Kanpur|14-Oct-14|Platinum|Bills|M|75870|0
Kanpur|05-Dec-13|Platinum|Entertainment|F|54345|0
Pune|13-Oct-13|Signature|Food|F|159661|0
Chennai|13-Mar-15|Platinum|Food|F|141006|0
Jaipur|07-Apr-15|Signature|Fuel|M|285256|0
Surat|06-Sep-14|Platinum|Grocery|F|103288|0
Lucknow|07-Jul-14|Gold|Bills|F|182343|0
Chennai|26-Aug-14|Silver|Entertainment|F|49019|0
Surat|22-Nov-14|Gold|Fuel|M|237149|0
Kanpur|10-Oct-13|Silver|Entertainment|M|184786|0
Pune|06-Aug-14|Gold|Bills|F|128953|0
Pune|03-Dec-13|Platinum|Grocery|M|199535|0
Pune|17-Feb-14|Gold|Grocery|F|297121|0
Kolkata|01-Jan-14|Gold|Food|F|159120|0
Kolkata|15-Mar-15|Platinum|Bills|M|186423|0
Jaipur|02-Nov-13|Gold|Entertainment|F|158077|0
Kolkata|23-Aug-14|Platinum|Bills|F|124877|0
Lucknow|27-Dec-14|Signature|Food|M|180765|0
Kolkata|29-Oct-13|Platinum|Fuel|M|293724|0
Chennai|09-Mar-15|Silver|Bills|M|43128|0
Kolkata|28-Apr-14|Silver|Entertainment|M|296787|0
Kolkata|31-Aug-14|Gold|Food|F|77991|0
Surat|13-Oct-13|Signature|Food|M|288997|0
Kanpur|23-Mar-15|Gold|Bills|F|20658|0
Kolkata|14-Jan-14|Platinum|Bills|M|125157|0
Surat|21-Dec-14|Platinum|Entertainment|M|222188|0
Kolkata|04-Oct-13|Gold|Fuel|F|46039|0
Hyderabad|05-Apr-15|Signature|Bills|F|105030|0
Surat|23-Jan-15|Signature|Grocery|F|273443|0
Surat|03-Apr-15|Platinum|Food|F|247800|0
Lucknow|14-Dec-13|Silver|Fuel|M|297750|0
Jaipur|13-Dec-13|Platinum|Grocery|F|253243|0
Chennai|19-Feb-15|Silver|Fuel|F|42814|0
Kanpur|19-Dec-13|Gold|Grocery|F|257854|0
